credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
785,France,Female,36,4,135438.4,1,0,0,190627.01,0
698,Spain,Female,40,0,92053.44,1,1,1,143681.83,0
468,France,Female,42,5,0.0,2,1,0,125305.34,0
671,Germany,Male,45,6,99564.22,1,1,1,108872.45,1
590,France,Male,47,3,0.0,2,1,0,171774.5,0
850,Spain,Female,36,2,155180.56,2,0,0,169415.54,0
559,Spain,Male,25,5,0.0,2,1,1,163221.22,0
588,France,Male,44,8,154409.74,1,1,0,49324.03,1
804,France,Male,24,3,0.0,2,1,0,173195.33,0
732,Germany,Female,48,4,102962.62,1,1,0,120852.85,1
671,Germany,Male,51,3,96891.46,1,1,0,176403.33,1
569,Spain,Male,34,0,151839.26,1,1,0,102299.81,1
621,Germany,Female,55,7,131033.76,1,0,1,75685.59,1
727,Germany,Male,46,3,115248.11,4,1,0,130752.01,1
411,France,Female,36,10,0.0,1,0,0,120694.35,0
634,Germany,Female,29,8,130036.21,2,0,1,69849.55,0
608,Germany,Male,33,1,102772.67,2,1,0,70705.58,0
698,Germany,Female,51,2,111018.98,1,1,0,86410.28,0
753,Germany,Male,30,1,110824.52,1,1,1,57896.27,0
559,Spain,Female,27,1,0.0,1,0,1,1050.33,0
531,Spain,Female,42,6,75302.85,2,0,0,57034.35,0
713,France,Female,59,3,0.0,2,1,1,62700.08,0
802,Spain,Male,40,4,0.0,2,1,1,81908.09,0
637,France,Male,60,3,0.0,2,1,1,70174.03,0
693,Germany,Male,45,2,116546.59,2,0,0,23140.28,1
678,France,Female,50,6,0.0,1,1,0,8199.5,0
707,France,Female,40,5,0.0,2,1,0,41052.82,0
695,Germany,Female,53,8,95231.91,1,0,0,70140.8,1
659,France,Female,32,2,155584.21,1,0,1,153662.88,0
738,France,Male,18,4,0.0,2,1,1,47799.15,0
775,France,Female,30,10,191091.74,2,1,1,96170.38,0
842,France,Female,37,4,132446.08,2,1,0,87071.18,1
628,France,Female,51,3,123981.31,2,1,1,40546.15,0
683,Germany,Male,73,9,124730.26,1,1,1,51999.5,0
678,France,Male,60,8,185648.56,1,0,0,192156.54,1
613,France,Male,37,9,108286.5,1,1,1,114153.44,0
581,Germany,Female,38,3,135157.05,1,1,1,32919.42,0
723,France,Male,28,4,0.0,2,1,1,123885.88,0
707,Germany,Male,34,9,162691.16,2,1,0,94912.78,0
769,Spain,Male,39,9,0.0,1,1,1,47722.79,0
591,France,Female,31,7,0.0,2,0,1,48778.46,0
721,France,Male,35,10,0.0,2,1,0,71594.26,0
605,France,Male,39,6,111169.91,1,0,0,9641.4,0
656,Germany,Female,27,3,150905.03,2,1,0,16998.72,0
786,Spain,Male,31,9,0.0,2,1,1,18210.36,0
624,France,Male,71,7,0.0,2,1,1,108841.83,0
697,France,Female,76,7,0.0,2,0,1,188772.45,0
838,Spain,Male,35,0,0.0,2,0,1,197305.91,0
761,Spain,Male,37,7,132730.17,1,1,0,199293.01,0
706,Germany,Female,48,10,104478.12,3,0,1,158248.71,1
710,France,Female,32,3,0.0,1,1,0,94790.34,0
526,Spain,Female,36,5,91132.18,1,0,0,58111.71,0
692,France,Female,36,4,0.0,1,1,0,185580.89,1
640,France,Male,68,9,0.0,2,1,1,199493.38,0
818,Germany,Male,43,10,105301.5,1,1,1,78941.59,0
633,Germany,Male,29,6,117412.35,1,0,0,30338.94,0
752,Germany,Female,37,5,113291.05,2,1,1,132467.54,0
535,France,Female,38,0,135919.33,1,1,0,80425.65,0
674,Spain,Male,39,6,120193.42,1,0,0,100130.95,0
850,Germany,Female,44,5,128605.32,1,0,1,171096.2,0
434,Germany,Male,55,8,109339.17,2,1,0,96405.88,1
638,France,Female,43,3,145860.98,1,1,1,142763.51,1
421,Spain,Male,34,6,90723.36,1,1,1,12162.76,0
382,Spain,Male,36,0,0.0,1,1,1,179540.73,1
720,Spain,Male,33,3,123783.91,2,1,1,142903.44,0
698,Spain,Female,38,1,171848.38,1,0,0,16957.45,0
656,Spain,Male,32,5,136963.12,1,1,0,133814.28,0
748,France,Female,39,3,157371.54,1,0,1,97734.3,0
774,France,Female,28,1,71264.02,2,0,1,68759.57,0
850,France,Male,37,6,0.0,2,1,0,109291.22,0
411,France,Female,54,9,0.0,1,0,1,76621.49,0
795,Spain,Male,35,8,0.0,2,1,0,167155.36,0
537,Spain,Female,38,1,0.0,2,0,1,41233.97,0
479,Germany,Female,30,7,143964.36,2,1,0,41879.99,0
735,France,Female,25,3,91718.8,1,0,0,28411.23,0
553,France,Female,31,4,0.0,2,1,1,89087.4,0
850,France,Male,28,8,67639.56,2,1,1,194245.29,0
570,France,Female,43,9,0.0,2,0,1,11417.26,0
569,France,Male,28,7,0.0,2,1,0,73977.23,0
470,Germany,Male,39,5,117469.91,2,0,0,63705.9,0
615,France,Male,66,7,0.0,2,1,1,74580.8,0
644,France,Male,37,2,186347.97,2,1,0,92809.73,0
585,Spain,Female,44,4,0.0,2,0,1,101728.46,0
822,France,Male,50,7,0.0,2,1,1,10062.8,0
576,France,Female,41,4,112609.91,1,0,0,191035.18,1
766,Germany,Male,47,9,129289.98,1,1,0,169935.46,1
623,Spain,Male,41,2,142412.13,1,1,0,28778.98,0
690,Spain,Female,48,2,0.0,2,1,1,3149.1,0
795,France,Male,32,2,117265.21,1,1,1,198317.23,0
536,Spain,Male,40,9,0.0,2,1,1,11959.03,0
524,France,Male,29,7,0.0,2,1,1,105448.74,0
662,Spain,Female,54,1,187997.15,1,0,0,111442.71,1
850,Spain,Male,22,3,0.0,1,1,1,144385.54,0
548,Spain,Male,37,4,0.0,1,1,0,121763.68,0
438,Spain,Female,54,2,0.0,1,0,0,191763.07,1
677,France,Female,72,8,0.0,2,1,1,153604.44,0
664,Germany,Male,33,7,97286.16,2,1,0,143433.33,0
679,France,Male,36,6,147733.64,1,0,1,172501.38,0
573,Spain,Female,44,4,0.0,1,1,1,94862.93,0
547,Germany,Female,42,1,142703.4,1,1,0,86207.49,1
547,France,Female,29,6,104450.86,1,1,1,37160.28,0
634,Spain,Male,31,9,108632.48,1,1,1,179485.96,1
578,Germany,Female,36,8,129745.1,1,1,1,143683.75,0
681,France,Male,36,5,141952.07,1,1,1,185144.08,0
782,Spain,Male,23,10,98052.66,1,1,1,142587.32,0
850,Spain,Female,70,5,0.0,1,1,1,705.18,0
611,France,Male,30,9,0.0,2,1,1,148887.69,0
662,France,Female,39,5,139562.05,2,1,0,61636.22,0
808,France,Male,45,7,118626.55,2,1,0,147132.46,0
496,Spain,Female,44,0,179356.28,2,1,0,2919.21,1
735,France,Male,43,9,127806.91,1,1,1,73069.59,0
577,France,Male,37,2,127261.35,1,1,0,56185.05,0
850,Spain,Female,55,7,0.0,1,0,0,171762.87,1
700,Spain,Female,43,0,0.0,2,1,0,59475.35,0
643,France,Male,45,5,0.0,1,1,0,142513.5,1
610,Germany,Female,69,5,86038.21,3,0,0,192743.06,1
511,France,Male,27,8,0.0,2,1,1,49089.36,0
723,Spain,Male,38,6,0.0,2,1,1,94415.6,0
427,France,Male,37,5,0.0,2,1,1,121485.1,0
746,Spain,Female,25,3,104833.79,1,0,0,71911.3,0
603,Germany,Male,46,4,98899.76,2,1,1,86190.34,0
513,Spain,Female,31,5,174853.46,1,1,0,84238.63,0
788,Germany,Female,57,8,93716.72,1,1,1,180150.49,1
674,France,Male,45,7,142072.02,1,1,0,37013.29,0
807,France,Male,43,1,105799.32,2,1,0,34888.04,1
730,France,Female,22,9,65763.57,1,1,1,145792.01,0
663,France,Male,39,4,0.0,1,1,0,76884.05,0
845,Germany,Female,41,2,81733.74,2,0,0,199761.29,0
616,Spain,Male,71,4,0.0,2,1,1,173599.38,0
649,France,Female,41,3,130931.83,1,1,1,144808.37,0
552,France,Male,33,5,140931.57,1,0,1,10921.5,0
833,France,Male,30,1,0.0,2,1,0,141860.62,0
682,France,Male,42,0,0.0,1,1,1,160828.98,0
661,France,Male,33,9,0.0,2,1,1,84174.81,0
635,Spain,Male,35,2,113635.16,1,1,0,90883.12,0
667,France,Male,40,8,72945.29,2,1,0,98931.5,0
458,Germany,Female,28,2,171932.26,2,1,1,9578.24,0
467,Germany,Male,28,10,126315.26,1,1,0,32349.29,1
720,France,Male,26,10,51962.91,2,1,0,45507.24,0
506,France,Female,40,3,0.0,1,1,1,144345.58,0
427,Spain,Male,40,8,0.0,2,1,1,82870.75,0
634,Germany,Male,24,8,103097.85,1,1,1,157577.29,0
457,Spain,Male,44,7,0.0,2,0,0,185992.36,0
513,Spain,Male,39,7,89039.9,2,1,1,146738.83,0
668,Germany,Male,56,9,110993.79,1,1,0,134396.64,1
829,Spain,Female,26,8,101440.36,2,1,1,19324.5,0
777,France,Female,30,4,137851.31,1,1,0,5008.23,1
699,France,Female,49,2,0.0,1,0,0,105760.01,0
466,France,Male,40,4,91592.06,1,1,0,141210.18,1
607,France,Male,44,0,0.0,2,1,1,81140.09,0
781,Germany,Female,48,9,82794.18,1,1,0,124720.68,1
672,France,Female,53,9,169406.33,4,1,1,147311.47,1
664,France,Male,40,9,0.0,2,1,0,194767.3,0
621,France,Male,31,7,136658.61,1,1,1,148689.13,0
635,France,Female,72,4,74812.84,1,0,1,27448.33,0
678,Spain,Male,28,5,138668.18,1,1,1,54144.01,0
555,Germany,Male,41,10,113270.2,2,1,1,185387.14,0
641,France,Female,52,4,0.0,1,1,0,90964.54,1
733,Germany,Male,34,3,100337.96,3,1,0,48559.19,1
696,France,Female,25,8,126442.59,1,1,0,121904.44,0
695,Spain,Male,44,8,0.0,2,1,1,70974.13,0
707,Spain,Female,52,7,0.0,1,1,0,109688.82,1
506,France,Male,37,5,0.0,2,1,1,127543.81,0
827,France,Female,60,2,0.0,2,0,1,60615.83,0
572,Germany,Female,35,1,139979.07,1,1,0,185662.84,0
603,France,Male,46,2,0.0,2,1,1,59563.49,0
605,France,Female,62,4,111065.93,2,0,1,125660.99,0
657,Germany,Male,40,7,99165.84,1,0,1,119333.95,1
571,France,Female,38,6,107193.82,2,0,0,38962.94,0
631,Spain,Male,55,9,99685.06,1,1,0,114474.98,0
625,France,Female,28,3,0.0,1,0,0,183646.41,0
684,Germany,Female,56,3,127585.98,3,1,1,80593.49,1
601,Germany,Male,48,9,163630.76,1,0,1,41816.49,1
804,France,Female,71,8,0.0,2,0,1,147995.96,0
641,France,Male,31,10,155978.17,1,1,0,91510.71,0
485,France,Female,25,3,134467.26,1,1,1,113266.09,0
638,France,Female,34,7,0.0,2,1,1,198969.78,0
512,France,Female,30,6,0.0,2,1,0,88827.31,0
621,France,Male,35,7,87619.29,1,1,0,143.34,0
649,France,Female,46,2,0.0,2,1,1,66602.7,0
671,Spain,Female,31,4,0.0,2,0,1,79270.02,0
558,Germany,Female,32,1,108262.87,1,1,1,6935.31,0
590,France,Male,36,1,0.0,2,1,0,48876.84,0
748,Germany,Female,31,1,99557.94,1,1,0,199255.32,0
587,France,Male,36,1,0.0,2,0,1,17135.6,0
565,France,Female,38,5,126645.13,1,1,1,168303.55,0
552,Germany,Female,42,8,103362.14,1,0,1,186869.58,1
501,Germany,Female,34,7,93244.42,1,0,1,199805.63,0
566,Germany,Male,22,7,144954.75,2,1,0,102246.0,0
585,France,Female,32,8,144705.87,2,0,0,171482.56,0
681,Spain,Female,32,3,0.0,2,1,1,59679.9,0
639,Spain,Female,28,8,97840.72,1,1,1,178222.77,0
664,France,Male,57,1,0.0,2,1,1,56562.57,0
642,Germany,Female,30,5,129753.69,1,1,0,582.53,0
806,Spain,Female,37,2,137794.18,2,0,1,75232.02,0
702,France,Female,29,6,149218.39,1,1,1,9633.01,0
443,France,Male,35,6,161111.45,1,0,0,13946.66,0
592,France,Male,28,5,137222.77,1,0,0,39608.58,0
609,France,Male,25,10,0.0,1,0,1,109895.16,0
640,France,Male,45,1,0.0,1,1,1,10908.33,0
612,Germany,Female,62,8,140745.33,1,1,0,193437.89,1
792,Germany,Female,59,9,101609.77,1,0,0,161479.19,1
648,France,Female,19,1,0.0,2,0,1,22101.86,0
563,Spain,Female,46,8,106171.68,1,1,0,163145.5,1
850,Germany,Male,38,3,54901.01,1,1,1,140075.55,0
666,Germany,Female,36,3,129118.5,2,0,0,139435.12,0
803,Spain,Female,37,1,0.0,2,0,0,7455.2,0
689,France,Female,58,5,0.0,2,0,1,49848.86,0
580,France,Male,50,0,125647.36,1,1,0,57541.08,1
771,Spain,Male,18,1,0.0,2,0,0,41542.95,0
691,France,Female,40,0,115465.98,1,1,1,60622.61,0
714,Germany,Female,35,6,126077.43,2,1,1,53954.24,0
727,Germany,Female,18,2,93816.7,2,1,0,126172.11,0
664,France,Female,31,7,104158.84,1,1,0,134169.85,0
637,Germany,Female,39,9,137843.8,1,1,1,117622.8,1
764,Spain,Female,48,1,75990.97,1,1,0,158323.81,1
720,Germany,Female,29,7,106230.92,1,1,1,69903.93,1
785,Germany,Female,33,6,127211.45,1,0,0,191961.83,0
718,France,Male,33,7,102874.28,1,0,0,117841.06,0
445,France,Male,31,7,145056.59,1,1,1,175893.53,0
821,Spain,Female,38,8,0.0,2,0,1,126241.4,1
693,France,Male,37,1,0.0,2,1,1,82867.55,0
777,France,Male,36,7,0.0,1,1,0,106472.34,0
680,Spain,Male,36,7,0.0,2,1,0,20109.21,0
821,Germany,Female,31,2,68927.57,1,1,1,25445.0,0
638,Spain,Male,48,2,0.0,2,1,1,7919.08,0
590,Spain,Male,22,7,125265.61,1,1,1,161253.08,0
530,France,Female,33,4,129307.32,1,1,1,172930.28,0
539,France,Female,24,3,0.0,2,1,1,198161.07,0
546,France,Female,20,6,0.0,1,0,1,20508.85,0
649,France,Female,35,4,108306.44,1,1,1,192486.24,0
494,France,Male,25,6,0.0,2,0,1,109988.09,0
549,Germany,Male,54,5,92877.33,1,1,0,2619.64,1
789,Germany,Male,39,7,124828.46,2,1,1,124411.08,0
593,Spain,Male,26,9,76226.9,1,1,0,167564.82,0
677,Spain,Female,34,10,171671.9,1,1,1,50777.77,0
635,Germany,Female,28,3,81623.67,2,1,1,156791.36,0
606,Germany,Male,45,5,63832.43,1,1,1,93707.8,0
627,Germany,Male,38,8,106922.92,2,0,1,84270.09,0
678,Germany,Female,25,10,76968.12,2,0,1,131501.72,0
754,France,Male,38,2,0.0,2,1,0,180698.32,0
603,Germany,Female,55,7,127723.25,2,1,0,139469.11,1
695,Germany,Male,27,6,125552.96,1,1,0,105291.26,0
730,France,Female,41,4,167545.32,1,1,0,128246.81,0
796,France,Male,51,6,0.0,2,0,1,194733.28,0
619,Germany,Female,42,8,132796.04,3,1,1,191821.35,1
584,Spain,Female,30,5,0.0,2,1,1,185201.58,0
613,Germany,Female,43,4,140681.68,1,0,1,20134.07,0
660,France,Female,40,8,167181.01,1,1,1,185156.94,0
647,France,Female,33,4,0.0,1,1,0,152323.04,0
539,Germany,Male,42,1,177728.55,1,1,0,105013.63,0
707,Germany,Female,40,3,109628.44,1,1,0,189366.03,0
720,Spain,Male,33,6,97188.62,1,0,0,91881.29,0
584,France,Female,39,2,112687.69,1,1,1,127749.61,0
650,Germany,Female,48,7,138232.24,1,1,0,57594.78,0
790,France,Female,31,2,151290.16,1,1,1,172437.12,0
553,France,Male,37,2,0.0,2,1,0,33877.29,0
580,Germany,Female,38,1,128218.47,1,1,0,125953.83,1
663,Germany,Female,36,6,77253.5,1,0,0,35817.97,1
507,France,Female,31,0,106942.08,1,0,1,44001.11,0
594,Germany,Female,32,4,120074.97,2,1,1,162961.79,0
728,France,Female,28,4,142243.54,2,1,0,33074.51,0
804,Germany,Female,33,10,138335.96,1,1,1,80483.76,0
704,Spain,Female,24,2,0.0,1,1,0,35600.25,1
730,Spain,Male,26,6,0.0,2,1,1,185808.7,0
640,Spain,Female,32,6,118879.35,2,1,1,19131.71,0
643,France,Male,62,9,0.0,2,0,0,155870.82,0
764,France,Female,39,5,81042.42,1,0,1,109805.17,0
738,France,Male,31,9,82674.15,1,1,0,41970.72,0
787,Germany,Female,42,2,74483.97,2,0,1,44273.91,0
704,France,Male,39,5,0.0,1,1,0,6416.92,0
622,France,Male,26,9,0.0,2,1,1,153237.59,0
613,France,Female,24,7,140453.91,1,1,0,129001.3,0
764,Germany,Male,34,6,108760.27,2,1,0,166324.79,1
706,Germany,Female,56,3,139603.22,1,1,1,86383.61,0
757,Spain,Female,55,9,117294.12,4,1,0,94187.47,1
669,France,Male,46,3,0.0,2,0,1,8487.75,0
754,Germany,Female,48,7,141819.02,1,1,0,93550.53,1
659,Germany,Male,29,9,82916.48,1,1,1,84133.48,0
778,Spain,Male,40,8,104291.41,2,1,1,117507.11,0
742,France,Male,32,6,160485.16,1,1,0,29023.03,0
593,Germany,Female,48,3,133903.12,2,1,1,85902.39,1
506,Spain,Male,50,3,0.0,2,1,0,12016.79,0
633,Spain,Male,42,10,0.0,1,0,1,79408.17,0
573,Germany,Female,47,4,152522.47,1,0,1,164038.07,1
666,Germany,Male,71,1,53013.29,2,1,1,112222.64,0
493,France,Male,36,9,0.0,2,1,1,65816.53,0
717,France,Female,36,2,99472.76,2,1,0,94274.72,1
458,Germany,Female,43,1,106870.12,2,1,0,100564.37,0
583,France,Male,24,9,135125.28,1,0,0,89801.9,0
570,France,Male,37,6,0.0,1,1,1,187758.5,0
800,France,Female,29,2,0.0,2,0,0,167773.55,0
769,France,Female,25,10,0.0,2,0,0,187925.75,0
657,Spain,Male,36,8,0.0,2,0,1,123866.43,0
586,Germany,Female,56,9,100781.75,2,1,1,54448.41,0
612,France,Female,33,0,64900.32,2,1,0,102426.12,0
700,France,Female,32,3,0.0,1,0,0,95740.37,0
491,France,Female,36,0,53369.13,1,1,1,103934.12,0
688,Germany,Female,46,0,74458.25,1,0,1,6866.31,0
634,Spain,Female,41,4,0.0,2,1,1,164549.74,0
610,France,Female,25,2,0.0,2,1,0,123723.83,0
557,France,Female,27,3,87739.08,1,1,1,123096.56,0
707,France,Male,40,1,0.0,2,1,0,14090.4,1
538,France,Female,32,2,0.0,1,1,1,80130.54,0
813,France,Male,34,0,0.0,2,1,0,43169.15,0
477,Germany,Female,24,2,95675.62,2,0,0,162699.7,1
557,France,Male,39,8,146200.01,1,1,0,177944.64,0
642,Germany,Male,18,5,111183.53,2,0,1,10063.75,0
793,France,Male,35,2,0.0,2,1,1,79704.12,0
649,France,Female,41,2,125785.23,1,1,1,70523.92,0
638,Germany,Female,53,1,123916.67,1,1,0,16657.68,1
670,France,Male,38,10,89416.99,1,0,0,144275.39,0
565,Germany,Female,32,4,90322.99,2,0,1,118740.37,0
638,France,Male,41,1,131762.94,1,1,1,47675.29,0
850,France,Female,43,3,0.0,2,0,0,2465.8,0
575,France,Male,29,4,121823.4,2,1,1,50368.87,0
525,Germany,Male,33,4,131023.76,2,0,0,55072.93,0
516,Spain,Female,65,9,102541.1,1,1,0,181490.42,0
580,Germany,Male,38,9,115442.19,2,1,0,128481.5,1
686,Germany,Female,39,4,157731.6,2,1,0,162820.6,0
716,Germany,Female,18,3,128743.8,1,0,0,197322.13,0
629,France,Male,44,5,0.0,4,0,0,117572.59,1
678,Germany,Female,43,2,153393.18,2,1,1,193828.27,0
791,France,Male,34,7,0.0,2,1,0,96734.46,0
489,France,Female,38,5,117289.92,1,0,0,85231.88,0
603,France,Male,40,4,102833.46,2,1,1,38829.11,0
611,France,Female,49,2,88915.37,3,0,0,161435.02,1
574,Germany,Female,43,3,141349.43,1,1,1,100187.43,0
515,France,Male,40,0,109542.29,1,1,1,166370.81,0
680,Germany,Female,31,3,127331.46,3,1,1,176433.6,0
418,France,Male,35,7,0.0,2,1,1,88878.15,0
555,France,Male,29,4,128744.04,1,1,1,47454.93,0
691,France,Female,34,7,0.0,2,0,1,161559.12,0
516,France,Female,46,1,104947.72,1,1,0,115789.25,1
706,Spain,Male,57,7,0.0,1,1,0,17941.16,1
512,Germany,Male,41,7,122403.24,1,0,1,37439.9,1
542,Spain,Male,37,8,0.0,1,1,1,807.06,0
579,France,Male,38,8,0.0,2,0,0,91763.67,0
447,France,Female,44,5,89188.83,1,1,1,75408.24,0
686,France,Female,39,3,111695.62,1,0,0,136643.84,0
512,France,Male,43,1,0.0,2,1,1,52471.36,0
788,France,Female,41,6,0.0,1,1,1,25571.37,0
518,Germany,Female,35,8,141665.63,1,0,1,192776.64,0
638,France,Male,36,6,188455.19,1,0,0,47031.4,1
652,France,Female,40,4,79927.36,2,1,1,33524.6,0
849,Germany,Male,41,10,84622.13,1,1,1,198072.16,0
655,Germany,Female,36,10,122314.39,1,1,0,9181.66,0
653,France,Male,33,1,0.0,2,0,0,53379.52,0
588,Germany,Male,33,9,150186.22,2,1,1,65611.01,0
792,Germany,Male,36,5,115725.24,2,0,0,1871.25,0
721,France,Male,36,1,155176.83,2,1,1,49653.37,0
834,Spain,Male,40,7,0.0,2,0,0,45038.74,0
806,France,Female,32,3,63763.49,1,1,0,156593.09,0
588,Germany,Female,48,1,143279.58,2,1,0,31580.8,1
653,France,Female,46,5,0.0,2,1,0,49707.85,0
628,France,Male,37,0,0.0,2,1,1,171707.93,0
619,Spain,Female,38,1,0.0,1,1,0,112442.63,1
637,France,Female,41,9,0.0,2,1,0,145477.36,0
648,Spain,Female,27,7,0.0,2,1,1,163060.43,0
850,Germany,Male,22,7,91560.58,2,0,0,10541.38,0
603,Germany,Female,40,8,148897.02,1,0,0,105052.9,0
774,France,Female,41,5,126670.37,1,1,0,102426.06,0
850,Germany,Male,32,3,137714.25,1,0,1,159403.68,0
728,Germany,Male,39,6,152182.83,1,0,0,161203.6,0
679,France,Male,45,3,146758.24,1,1,0,48466.89,0
543,France,Male,36,4,0.0,2,1,1,141210.5,0
850,Germany,Female,33,7,134678.13,1,1,0,113177.95,0
735,France,Male,34,1,141796.43,1,1,0,45858.49,0
437,France,Female,39,0,102721.49,1,0,0,22191.82,0
710,France,Male,21,4,109130.96,2,1,1,56191.99,0
523,Germany,Male,60,1,163894.35,1,0,1,57061.71,0
639,Germany,Female,37,5,151242.48,1,0,1,49637.65,0
806,Germany,Male,30,8,168078.83,1,1,0,85028.36,1
561,France,Male,43,4,0.0,4,0,0,18522.91,1
647,France,Male,32,5,97041.16,1,1,1,23132.73,0
637,France,Female,33,7,103377.81,1,1,0,84419.78,0
607,France,Female,27,2,0.0,2,1,0,63495.86,0
535,Germany,Male,48,5,134542.73,1,1,1,58203.67,1
496,France,Male,31,5,0.0,2,1,0,93713.13,0
715,France,Female,35,3,0.0,1,1,1,152012.36,0
811,France,Male,31,7,117799.28,1,1,1,182372.35,0
586,Spain,Female,57,3,0.0,2,0,1,6057.81,0
850,France,Female,29,10,0.0,2,1,1,199775.67,0
708,France,Female,47,0,126589.12,2,0,1,132730.07,1
714,France,Male,37,9,148466.93,2,0,1,151280.96,0
738,Spain,Male,49,3,0.0,3,1,1,65066.48,1
662,Spain,Female,35,6,0.0,2,0,0,2423.9,1
645,France,Male,44,10,0.0,2,0,1,166707.22,0
806,Germany,Male,31,10,138653.51,1,1,0,190803.37,0
763,Spain,Female,37,6,0.0,2,1,1,149705.25,0
696,France,Male,52,6,139781.06,1,1,0,27445.4,1
735,Spain,Male,39,1,60374.98,1,1,0,40223.74,0
757,France,Male,23,2,80673.96,2,1,0,93991.65,0
647,Germany,Male,35,3,192407.97,1,1,1,40145.28,0
765,Germany,Male,43,4,148962.76,1,0,1,173878.87,1
633,Spain,Male,63,4,114552.6,1,1,0,73856.28,1
634,France,Female,41,7,0.0,2,1,1,131284.93,0
555,Germany,Male,42,6,107104.5,1,1,1,41304.44,1
515,France,Female,25,7,79543.59,1,0,1,38772.82,0
705,France,Male,34,7,117715.84,1,1,0,2498.67,0
661,Spain,Male,38,7,143006.7,1,1,1,15650.89,0
750,France,Female,32,5,0.0,2,1,0,95611.47,0
527,Germany,Male,58,3,137318.42,1,1,1,126144.96,0
615,Germany,Female,44,9,126104.98,2,0,1,110718.02,0
523,France,Male,45,5,0.0,2,1,1,121428.2,0
624,Germany,Female,40,3,149961.99,2,1,0,104610.86,0
489,Germany,Male,38,2,126444.08,2,1,1,82662.73,0
816,Germany,Female,25,2,150355.35,2,1,1,35770.84,0
644,Germany,Female,34,10,122196.99,2,1,1,182099.71,0
643,Germany,Male,25,4,115142.9,1,1,1,148098.95,0
735,Spain,Male,29,10,0.0,2,1,1,95025.27,0
638,Germany,Male,42,8,145177.84,1,1,0,193471.74,1
597,Germany,Male,52,8,83693.34,2,1,1,161083.53,0
569,Germany,Male,30,6,106629.49,1,0,1,44114.88,0
548,Spain,Male,38,0,178056.54,2,1,0,38434.73,0
555,France,Male,31,8,145875.74,1,1,0,137491.23,0
684,Spain,Female,42,3,103210.27,1,1,0,31002.03,0
517,Spain,Female,29,5,0.0,2,1,0,103402.88,0
718,France,Male,52,8,79475.3,3,1,1,32421.32,1
636,France,Male,34,8,0.0,2,1,0,38570.13,0
704,Germany,Female,54,6,133656.91,3,1,0,145071.33,1
656,France,Male,46,9,143267.14,2,0,0,193099.43,0
778,Germany,Female,29,6,150358.97,1,1,0,62454.01,1
781,Spain,Female,29,6,98759.89,1,0,0,112202.64,0
571,Germany,Male,37,9,139592.98,3,1,0,104152.65,1
507,France,Female,33,1,113452.66,1,0,0,142911.99,0
662,France,Male,26,0,0.0,2,0,1,72929.96,0
498,Germany,Male,42,3,152039.7,1,1,1,53445.17,1
720,France,Female,38,10,0.0,2,1,1,56229.72,1
776,Spain,Male,35,8,106365.29,1,1,1,148527.56,0
640,Germany,Female,74,2,116800.25,1,1,1,34130.43,0
651,Germany,Male,35,8,110067.71,1,1,0,127678.95,1
682,France,Female,26,0,110654.02,1,0,1,111879.21,0
653,Germany,Female,25,2,158266.42,3,1,1,199357.24,0
678,Germany,Male,49,2,116933.11,1,1,0,195053.58,1
591,France,Male,49,3,0.0,2,1,0,50123.44,0
502,Germany,Male,33,5,174673.65,2,1,0,33300.56,0
645,France,Female,38,7,59568.57,1,1,1,167723.25,0
566,France,Male,34,3,0.0,1,0,0,188135.69,0
624,Spain,Female,35,7,119656.45,2,1,1,4595.05,0
628,France,Male,30,8,89182.09,1,1,1,13126.9,0
650,Germany,Female,45,9,152367.21,3,1,0,150835.21,1
717,France,Male,31,4,129722.57,1,0,0,41176.6,0
830,Spain,Male,40,4,0.0,2,0,1,81622.52,0
685,France,Female,33,1,0.0,3,0,1,70221.13,1
676,France,Female,34,8,82909.14,1,1,0,91817.38,1
841,France,Male,74,9,108131.53,1,0,1,60830.38,0
640,France,Male,28,7,0.0,2,1,1,131097.9,0
678,Spain,Female,49,8,0.0,2,0,1,98090.69,0
593,France,Female,46,7,98752.51,1,1,0,145560.38,0
506,France,Male,36,5,0.0,2,1,0,164253.35,0
545,Spain,Female,44,1,0.0,2,1,1,82614.89,0
670,France,Female,31,2,57530.06,1,1,1,181893.31,1
670,France,Male,36,7,0.0,2,0,0,59571.5,0
796,France,Male,44,8,165326.2,1,1,1,57205.55,0
694,France,Male,34,5,127900.03,1,1,0,101737.8,0
655,Spain,Female,35,1,82231.51,2,1,0,88798.02,0
709,France,Female,45,3,104118.5,1,0,1,174032.0,0
603,Spain,Male,46,2,0.0,2,1,0,174478.54,0
632,France,Female,28,5,118890.81,1,0,1,145157.97,0
714,France,Female,25,4,0.0,2,0,0,82500.84,0
540,Spain,Male,28,8,0.0,2,0,0,197588.32,0
760,Spain,Male,28,1,141038.57,2,0,0,16287.38,0
621,Spain,Female,40,7,0.0,2,0,1,131283.6,1
628,Spain,Male,28,4,0.0,2,1,1,176750.81,0
735,Spain,Male,38,7,86131.71,2,0,0,93478.96,0
500,France,Male,56,1,100374.58,1,1,0,118490.8,1
705,Spain,Female,39,8,144102.32,1,1,1,11682.36,0
747,France,Male,27,10,0.0,2,0,0,13007.89,0
541,France,Male,37,9,212314.03,1,0,1,148814.54,0
